BASELINE_ANGLE,TOP_MARGIN,LETTER_SIZE,LINE_SPACING,WORD_SPACING,PEN_PRESSURE,SLANT_ANGLE,SKEW_ANGLE,file,pen_pressure_0,pen_pressure_1,writer,angle_norm,letter_size_norm,slant_angle_norm,word_spacing_norm,pen_pressure_norm
-0.42,0.35,15.77,0,0.84,255.0,30,1.22,b06-045-00.png,0.551972451993638,0.9964812733737404,132,-0.04212637913741223,0.22197585612219756,0.3333333333333333,0.06588235294117646,1.0
0.0,0.36,17.61,0,2.18,255.0,30,0.86,b06-045-01.png,0.5306266940648761,0.9965697601590588,132,0.0,0.26730721852673067,0.3333333333333333,0.17098039215686275,1.0
0.0,0.28,17.88,0,1.9,255.0,30,0.87,b06-045-02.png,0.552912609625269,0.9964783672070195,132,0.0,0.27395910322739586,0.3333333333333333,0.14901960784313725,1.0
0.0,0.27,19.74,0,1.95,255.0,30,1.39,b06-045-03.png,0.5438156380409864,0.9964729693839236,132,0.0,0.3197831978319783,0.3333333333333333,0.15294117647058822,1.0
-0.4,0.31,18.02,0,1.36,255.0,30,0.86,b06-045-04.png,0.5273075340241373,0.9965663593942908,132,-0.04012036108324975,0.2774082286277408,0.3333333333333333,0.10666666666666667,1.0
-0.13,0.38,19.18,0,1.22,255.0,45,1.02,b06-045-05.png,0.5593835297625872,0.9964495514171035,132,-0.013039117352056168,0.30598669623059865,0.4,0.09568627450980392,1.0
0.0,0.33,16.67,0,2.84,255.0,45,1.15,b06-045-06.png,0.5497047601710982,0.9964448401932638,132,0.0,0.24414880512441492,0.4,0.2227450980392157,1.0
0.0,0.31,19.21,0,1.04,255.0,45,1.1,b06-045-07.png,0.5526607672294395,0.9964144433454184,132,0.0,0.30672579453067256,0.4,0.0815686274509804,1.0
-0.3,0.34,14.97,0,2.51,255.0,30,1.23,b06-045-08.png,0.5451356561809376,0.996421014448945,132,-0.030090270812437307,0.20226656812022667,0.3333333333333333,0.1968627450980392,1.0
-1.64,0.37,13.34,0,5.17,255.0,45,0.82,b06-059-00.png,0.5265140054527839,0.9965109296306294,130,-0.16449348044132395,0.16210889381621088,0.4,0.40549019607843134,1.0
0.29,0.5,12.25,0,4.29,255.0,45,1.36,b06-059-01.png,0.5217054543920243,0.9965469782543614,130,0.029087261785356065,0.1352549889135255,0.4,0.33647058823529413,1.0
0.0,0.46,13.47,0,4.04,255.0,30,1.23,b06-059-02.png,0.5061911944264884,0.9966271636859872,130,0.0,0.16531165311653118,0.3333333333333333,0.31686274509803924,1.0
-3.32,0.42,12.78,0,4.63,255.0,45,1.08,b06-059-03.png,0.49169949490128195,0.9965862878744487,130,-0.3329989969909729,0.14831239221483122,0.4,0.36313725490196075,1.0
-0.22,0.57,12.05,0,6.03,255.0,30,1.05,b06-059-04.png,0.5155729440571853,0.9965498413931941,130,-0.02206619859578736,0.13032766691303277,0.3333333333333333,0.47294117647058825,1.0
-1.2,0.48,13.06,0,4.8,255.0,45,1.23,b06-059-05.png,0.5311193412122655,0.9964668867235723,130,-0.12036108324974923,0.15521064301552107,0.4,0.3764705882352941,1.0
-0.62,0.44,15.41,0,3.63,255.0,45,1.12,b06-059-06.png,0.519000456466411,0.9965887978763364,130,-0.06218655967903711,0.21310667652131066,0.4,0.28470588235294114,1.0
-1.31,0.46,14.46,0,4.57,255.0,45,1.02,b06-059-07.png,0.5308932383684262,0.9965094503101137,130,-0.13139418254764293,0.1897018970189702,0.4,0.35843137254901963,1.0
0.0,0.42,14.12,0,5.44,255.0,45,0.91,b06-059-08.png,0.5172018724017153,0.9965701004942878,130,0.0,0.18132544961813252,0.4,0.4266666666666667,1.0
-0.67,0.43,14.34,0,5.07,255.0,45,0.77,b06-059-09.png,0.542887884273006,0.9964687850785809,130,-0.06720160481444333,0.18674550381867452,0.4,0.3976470588235294,1.0
2.46,0.55,14.57,0,0.3,255.0,45,0.73,b06-059-10.png,0.5444595526652872,0.9964705882352941,130,0.24674022066198595,0.19241192411924118,0.4,0.023529411764705882,1.0
0.69,0.4,11.59,0,1.54,255.0,-5,0.9,b06-075-00.png,0.46901741588355084,0.996254297897503,124,0.06920762286860581,0.11899482631189948,0.17777777777777778,0.1207843137254902,1.0
0.11,0.38,11.76,0,1.66,255.0,-5,1.03,b06-075-01.png,0.45625821374126063,0.9962882650826193,124,0.01103309929789368,0.1231830500123183,0.17777777777777778,0.13019607843137254,1.0
0.0,0.41,11.85,0,1.47,255.0,0,0.86,b06-075-02.png,0.47565706906467753,0.9962524667483393,124,0.0,0.12540034491254,0.2,0.11529411764705882,1.0
0.0,0.41,13.03,0,1.73,255.0,180,0.95,b06-075-03.png,0.45604649450212953,0.9962797809378743,124,0.0,0.15447154471544713,1.0,0.13568627450980392,1.0
0.0,0.37,12.49,0,1.66,255.0,180,0.8,b06-075-04.png,0.4582582902612743,0.9963241693544258,124,0.0,0.14116777531411678,1.0,0.13019607843137254,1.0
-0.65,0.44,11.91,0,1.39,255.0,0,1.21,b06-075-05.png,0.4648932963143326,0.9962877700268367,124,-0.06519558676028084,0.12687854151268785,0.2,0.10901960784313725,1.0
-0.05,0.33,11.83,0,1.53,255.0,0,1.35,b06-075-06.png,0.4670150704910062,0.9963071687670618,124,-0.0050150451354062184,0.12490761271249076,0.2,0.12,1.0
-0.34,0.38,12.66,0,1.27,255.0,180,1.13,b06-075-07.png,0.47436339664872984,0.996270830458845,124,-0.034102306920762285,0.1453559990145356,1.0,0.0996078431372549,1.0
-0.52,0.36,13.41,0,1.42,255.0,0,0.93,b06-075-08.png,0.46687140866704546,0.9962595704077366,124,-0.05215646940822467,0.16383345651638334,0.2,0.11137254901960784,1.0
0.0,0.39,12.87,0,1.6,255.0,0,1.07,b06-075-09.png,0.47133511701895925,0.996273796720402,124,0.0,0.15052968711505293,0.2,0.12549019607843137,1.0
0.0,0.33,12.38,0,1.99,255.0,180,1.02,b06-075-10.png,0.48382112531133104,0.996251286193732,124,0.0,0.1384577482138458,1.0,0.156078431372549,1.0
-0.41,0.35,11.86,0,2.2,255.0,15,0.77,b06-090-00.png,0.4639888173095005,0.9963811424911995,134,-0.04112337011033099,0.12564671101256464,0.26666666666666666,0.17254901960784316,1.0
-0.21,0.32,13.6,0,2.81,255.0,15,0.77,b06-090-01.png,0.47591656883529787,0.9963464821559883,134,-0.021063189568706116,0.16851441241685142,0.26666666666666666,0.2203921568627451,1.0
-0.67,0.33,12.15,0,1.91,255.0,15,1.24,b06-090-02.png,0.47581663618641845,0.9963214694829076,134,-0.06720160481444333,0.13279132791327913,0.26666666666666666,0.14980392156862746,1.0
0.0,0.43,13.16,0,2.39,255.0,30,0.9,b06-090-03.png,0.4754131614581667,0.9963847039631514,134,0.0,0.15767430401576743,0.3333333333333333,0.18745098039215688,1.0
0.0,0.31,13.75,0,2.15,255.0,15,0.58,b06-090-04.png,0.45320505978778924,0.996339493064322,134,0.0,0.172209903917221,0.26666666666666666,0.16862745098039214,1.0
0.26,0.36,12.07,0,2.58,255.0,15,1.35,b06-090-05.png,0.47196606167439226,0.9963948009836565,134,0.026078234704112337,0.13082039911308205,0.26666666666666666,0.2023529411764706,1.0
0.09,0.29,12.96,0,1.72,255.0,5,0.81,b06-090-06.png,0.472613514717518,0.9963915983483933,134,0.009027081243731193,0.1527469820152747,0.2222222222222222,0.1349019607843137,1.0
6.7,0.37,12.0,0,1.81,255.0,45,1.21,b06-090-07.png,0.4547241445597846,0.9963224614464522,134,0.6720160481444333,0.1290958364129096,0.4,0.1419607843137255,1.0
0.0,0.34,16.39,0,0.94,255.0,0,0.94,b06-110-00.png,0.5676897364487601,0.9963143714218212,126,0.0,0.23725055432372505,0.2,0.07372549019607842,1.0
0.56,0.36,16.43,0,0.99,255.0,0,0.86,b06-110-01.png,0.5774995177134215,0.996318262842327,126,0.05616850551654965,0.23823601872382358,0.2,0.07764705882352942,1.0
0.0,0.35,16.23,0,1.34,255.0,180,1.36,b06-110-02.png,0.5481079957775644,0.9963430692104266,126,0.0,0.23330869672333088,1.0,0.10509803921568628,1.0
0.0,0.46,16.61,0,1.52,255.0,180,1.07,b06-110-03.png,0.5457612268373228,0.99634315988492,126,0.0,0.24267060852426703,1.0,0.1192156862745098,1.0
-0.33,0.42,16.76,0,1.1,255.0,0,1.14,b06-110-04.png,0.561323966361807,0.996338899999536,126,-0.033099297893681046,0.24636610002463663,0.2,0.08627450980392158,1.0
-0.28,0.43,14.25,0,1.43,255.0,180,1.15,b06-110-05.png,0.5523949888108666,0.9963195693675775,126,-0.028084252758274825,0.1845282089184528,1.0,0.11215686274509803,1.0
-0.52,0.41,15.63,0,1.98,255.0,0,1.16,b06-110-06.png,0.5677742428130457,0.9963290623097741,126,-0.05215646940822467,0.2185267307218527,0.2,0.15529411764705883,1.0
0.0,0.33,16.03,0,1.21,255.0,180,0.73,b06-110-07.png,0.5669764475125012,0.9963357475775921,126,0.0,0.22838137472283815,1.0,0.09490196078431372,1.0
0.26,0.4,16.1,0,2.05,255.0,180,1.13,b06-093-00.png,0.572830158330895,0.9962835959062917,125,0.026078234704112337,0.2301059374230106,1.0,0.16078431372549018,1.0
0.0,0.5,15.07,0,5.34,255.0,5,0.89,b06-093-01.png,0.5480663440203466,0.9963622195834535,125,0.0,0.204730229120473,0.2222222222222222,0.4188235294117647,1.0
-0.38,0.39,16.25,0,2.11,255.0,5,0.98,b06-093-02.png,0.5644680101793343,0.9962985295778766,125,-0.03811434302908726,0.23380142892338013,0.2222222222222222,0.16549019607843135,1.0
0.73,0.33,17.21,0,3.23,255.0,5,0.97,b06-093-03.png,0.5457109907949701,0.996382525425044,125,0.07321965897693078,0.25745257452574527,0.2222222222222222,0.25333333333333335,1.0
0.13,0.34,16.2,0,2.43,255.0,5,0.76,b06-093-04.png,0.5428665008989095,0.9963523085362387,125,0.013039117352056168,0.23256959842325692,0.2222222222222222,0.19058823529411767,1.0
0.0,0.4,17.48,0,3.05,255.0,5,0.98,b06-093-05.png,0.5468130653643243,0.9963680448564141,125,0.0,0.26410445922641046,0.2222222222222222,0.2392156862745098,1.0
-0.25,0.36,18.17,0,2.17,255.0,5,0.74,b06-093-06.png,0.5744078802004261,0.9962772895417709,125,-0.02507522567703109,0.2811037201281104,0.2222222222222222,0.17019607843137255,1.0
-0.32,0.35,18.07,0,1.91,255.0,5,1.19,b06-093-07.png,0.5631841762717842,0.9963142976142606,125,-0.0320962888665998,0.278640059127864,0.2222222222222222,0.14980392156862746,1.0
1.39,0.3,17.44,0,1.71,255.0,180,1.23,b06-093-08.png,0.5529763253677917,0.9963283276987185,125,0.13941825476429287,0.2631189948263119,1.0,0.13411764705882354,1.0
0.0,0.36,16.89,0,1.87,255.0,5,1.1,b06-093-09.png,0.5517612017920014,0.9963392561973643,125,0.0,0.24956885932495687,0.2222222222222222,0.14666666666666667,1.0
0.0,0.38,16.48,0,3.24,255.0,5,0.87,b06-093-10.png,0.5465623788634604,0.9963493282207165,125,0.0,0.2394678492239468,0.2222222222222222,0.25411764705882356,1.0
0.0,0.31,12.83,0,2.45,255.0,30,0.97,b06-000-00.png,0.6065407729087162,0.9963683818046234,123,0.0,0.1495442227149544,0.3333333333333333,0.19215686274509805,1.0
0.5,0.34,12.23,0,2.8,255.0,45,0.8,b06-000-01.png,0.5980039479427661,0.9963920587264153,123,0.05015045135406218,0.13476225671347622,0.4,0.2196078431372549,1.0
0.05,0.38,12.33,0,2.81,255.0,30,1.07,b06-000-02.png,0.6138523479231444,0.996344340175678,123,0.0050150451354062184,0.13722591771372258,0.3333333333333333,0.2203921568627451,1.0
1.25,0.52,11.79,0,2.43,255.0,45,0.94,b06-000-03.png,0.588897035110214,0.9963527246878491,123,0.12537612838515547,0.12392214831239219,0.4,0.19058823529411767,1.0
-0.07,0.36,11.98,0,2.04,255.0,45,0.84,b06-000-04.png,0.6009935694707991,0.9963826077025792,123,-0.007021063189568706,0.1286031042128603,0.4,0.16,1.0
-0.15,0.39,12.41,0,2.38,255.0,45,1.2,b06-000-05.png,0.6090734243104263,0.996338235007738,123,-0.015045135406218654,0.13919684651391967,0.4,0.18666666666666665,1.0
0.0,0.38,13.32,0,2.49,255.0,30,1.08,b06-000-06.png,0.6045532094710298,0.9964158544591588,123,0.0,0.1616161616161616,0.3333333333333333,0.19529411764705884,1.0
0.0,0.35,13.33,0,1.88,255.0,45,0.98,b06-000-07.png,0.6043667032030203,0.9963481914504932,123,0.0,0.16186252771618626,0.4,0.14745098039215684,1.0
0.06,0.42,14.92,0,2.57,255.0,-15,1.11,b06-015-00.png,0.5554813167782082,0.9962512475049901,127,0.006018054162487462,0.20103473762010346,0.13333333333333333,0.2015686274509804,1.0
0.91,0.38,16.06,0,2.37,255.0,0,0.9,b06-015-01.png,0.5596764229058087,0.9962693269314492,127,0.09127382146439318,0.229120473022912,0.2,0.18588235294117647,1.0
-0.64,0.47,16.43,0,1.67,255.0,180,0.9,b06-015-02.png,0.5498497658812155,0.9962569429963413,127,-0.0641925777331996,0.23823601872382358,1.0,0.13098039215686275,1.0
0.0,0.42,15.14,0,2.78,255.0,180,1.04,b06-015-03.png,0.5330831344883633,0.996266556005118,127,0.0,0.2064547918206455,1.0,0.2180392156862745,1.0
0.45,0.44,15.96,0,2.08,255.0,-15,0.96,b06-015-04.png,0.5223863258775913,0.9962657624540721,127,0.045135406218655964,0.2266568120226657,0.13333333333333333,0.1631372549019608,1.0
0.0,0.4,15.69,0,2.15,255.0,0,1.1,b06-015-05.png,0.5177407862300851,0.9963097882422627,127,0.0,0.22000492732200047,0.2,0.16862745098039214,1.0
0.0,0.42,15.4,0,1.58,255.0,0,0.86,b06-015-06.png,0.5029984705193841,0.99628832922685,127,0.0,0.21286031042128603,0.2,0.12392156862745099,1.0
0.0,0.45,16.25,0,1.49,255.0,0,0.79,b06-015-07.png,0.511802393140919,0.9962645994507431,127,0.0,0.23380142892338013,0.2,0.11686274509803922,1.0
0.1,0.39,15.21,0,2.05,255.0,-5,1.04,b06-015-08.png,0.5007606698858134,0.996276095250897,127,0.010030090270812437,0.20817935452081796,0.17777777777777778,0.16078431372549018,1.0
0.0,0.37,14.44,0,3.75,255.0,0,0.81,b06-015-09.png,0.5072950463456307,0.9962770696781901,127,0.0,0.1892091648189209,0.2,0.29411764705882354,1.0
-0.11,0.43,15.6,0,2.49,255.0,180,0.95,b06-015-10.png,0.5208924949290061,0.9962505225993316,127,-0.01103309929789368,0.21778763242177873,1.0,0.19529411764705884,1.0
0.0,0.39,14.92,0,4.06,255.0,45,0.67,b06-032-00.png,0.5152589038194675,0.9965925722215373,130,0.0,0.20103473762010346,0.4,0.3184313725490196,1.0
0.58,0.43,13.95,0,3.17,255.0,45,0.74,b06-032-01.png,0.5063773229627138,0.9966017125392722,130,0.05817452357071213,0.1771372259177137,0.4,0.24862745098039216,1.0
-0.62,0.46,14.49,0,4.5,255.0,45,1.19,b06-032-02.png,0.5188989300225626,0.9965684472391955,130,-0.06218655967903711,0.1904409953190441,0.4,0.35294117647058826,1.0
-0.74,0.43,15.74,0,2.36,255.0,45,0.96,b06-032-03.png,0.5246855390200773,0.9965309922851823,130,-0.07422266800401203,0.22123675782212368,0.4,0.18509803921568627,1.0
0.83,0.42,15.98,0,2.57,255.0,45,0.87,b06-032-04.png,0.5068485047650345,0.996643370942418,130,0.08324974924774323,0.22714954422271494,0.4,0.2015686274509804,1.0
-9.56,0.47,12.62,0,4.89,255.0,45,0.54,b06-032-05.png,0.5223081884739176,0.9965339268773575,130,-0.958876629889669,0.14437053461443702,0.4,0.38352941176470584,1.0
-1.61,0.36,14.19,0,3.92,255.0,45,1.23,b06-032-06.png,0.5304576344949952,0.9965138330113607,130,-0.16148445336008024,0.18305001231830498,0.4,0.30745098039215685,1.0
0.23,0.33,12.4,0,1.53,255.0,-5,0.9,b06-049-00.png,0.4625884865425084,0.9962706363912356,124,0.023069207622868605,0.13895048041389504,0.17777777777777778,0.12,1.0
0.0,0.36,12.07,0,1.45,255.0,0,0.94,b06-049-01.png,0.46634964801759116,0.9962837327330614,124,0.0,0.13082039911308205,0.2,0.11372549019607843,1.0
-0.14,0.39,12.89,0,1.4,255.0,180,0.84,b06-049-02.png,0.4647492964364698,0.9962798727201222,124,-0.014042126379137413,0.15102241931510224,1.0,0.10980392156862745,1.0
0.71,0.34,11.95,0,1.63,255.0,0,1.18,b06-049-03.png,0.46454762567019325,0.9962998841582397,124,0.0712136409227683,0.12786400591278638,0.2,0.12784313725490196,1.0
0.0,0.29,12.24,0,1.11,255.0,180,1.08,b06-049-04.png,0.4847051709931175,0.9962351281336882,124,0.0,0.13500862281350087,1.0,0.08705882352941177,1.0
0.0,0.34,11.71,0,1.46,255.0,-5,0.99,b06-049-05.png,0.46124473570895963,0.9963071720386065,124,0.0,0.12195121951219513,0.17777777777777778,0.11450980392156862,1.0
0.0,0.33,13.44,0,1.63,255.0,-5,0.99,b06-049-06.png,0.45439165623696276,0.996321568627451,124,0.0,0.16457255481645724,0.17777777777777778,0.12784313725490196,1.0
0.15,0.34,12.82,0,1.4,255.0,-5,1.09,b06-049-07.png,0.4612495197726225,0.9963109433577498,124,0.015045135406218654,0.14929785661492978,0.17777777777777778,0.10980392156862745,1.0
0.58,0.35,13.31,0,1.05,255.0,-5,1.09,b06-049-08.png,0.4620775816422166,0.996313866209869,124,0.05817452357071213,0.16136979551613698,0.17777777777777778,0.08235294117647059,1.0
-0.36,0.49,11.44,0,2.01,255.0,0,0.84,b06-049-09.png,0.47498542129359644,0.9962709530131394,124,-0.03610832497492477,0.11529933481152992,0.2,0.1576470588235294,1.0
0.14,0.46,11.25,0,3.14,255.0,180,1.01,b06-064-00.png,0.5755310400215634,0.9962786629590817,133,0.014042126379137413,0.11061837891106184,1.0,0.24627450980392157,1.0
0.0,0.56,11.1,0,2.74,255.0,180,1.29,b06-064-01.png,0.5725247454440752,0.9962726246826927,133,0.0,0.10692288741069228,1.0,0.21490196078431376,1.0
0.0,0.38,12.36,0,1.83,255.0,45,1.05,b06-064-02.png,0.5732333503612816,0.9962647749579924,133,0.0,0.1379650160137965,0.4,0.14352941176470588,1.0
0.67,0.34,11.21,0,2.89,255.0,45,1.23,b06-064-03.png,0.5605146644637693,0.9962518752620797,133,0.06720160481444333,0.10963291451096331,0.4,0.22666666666666668,1.0
-0.16,0.36,11.74,0,3.38,255.0,180,1.14,b06-064-04.png,0.5814164330467686,0.9962815555907168,133,-0.0160481444332999,0.12269031781226904,1.0,0.26509803921568625,1.0
-0.22,0.36,11.96,0,3.02,255.0,45,1.01,b06-064-05.png,0.584569082446737,0.9962819424769195,133,-0.02206619859578736,0.12811037201281106,0.4,0.23686274509803923,1.0
-0.03,0.46,11.4,0,3.37,255.0,180,1.0,b06-064-06.png,0.6029704147467674,0.9962633240401717,133,-0.003009027081243731,0.11431387041143139,1.0,0.2643137254901961,1.0
0.2,0.37,12.13,0,2.61,255.0,45,1.19,b06-064-07.png,0.5685929543438142,0.9962993902212182,133,0.020060180541624874,0.13229859571322988,0.4,0.20470588235294115,1.0
0.84,0.47,11.73,0,2.26,255.0,180,0.78,b06-064-08.png,0.5813082308242252,0.9962714494514858,133,0.08425275827482447,0.1224439517122444,1.0,0.1772549019607843,1.0
-0.17,0.45,12.69,0,3.17,255.0,180,0.97,b06-064-09.png,0.5781041306341517,0.9963344802187905,133,-0.017051153460381142,0.14609509731460948,1.0,0.24862745098039216,1.0
-1.89,0.28,12.86,0,3.13,255.0,45,1.01,b06-064-10.png,0.5826336407662174,0.9963246861408434,133,-0.18956870611835505,0.1502833210150283,0.4,0.24549019607843137,1.0
-2.14,0.56,14.85,0,4.83,255.0,45,0.81,b06-079-01.png,0.531359154563819,0.9965396744691649,130,-0.21464393179538616,0.199310174919931,0.4,0.3788235294117647,1.0
0.2,0.46,13.56,0,5.14,255.0,45,0.56,b06-079-02.png,0.5314445794203305,0.99652190502889,130,0.020060180541624874,0.1675289480167529,0.4,0.4031372549019608,1.0
0.27,0.49,13.4,0,3.67,255.0,45,0.85,b06-079-03.png,0.5216860307011375,0.9965609849870125,130,0.02708124373119358,0.16358709041635872,0.4,0.28784313725490196,1.0
-0.29,0.44,13.75,0,5.37,255.0,45,0.8,b06-079-04.png,0.5223233088339341,0.9965262459872869,130,-0.029087261785356065,0.172209903917221,0.4,0.4211764705882353,1.0
0.55,0.45,15.81,0,3.47,255.0,45,1.0,b06-079-05.png,0.5198144946065668,0.9966343852359253,130,0.055165496489468405,0.22296132052229614,0.4,0.27215686274509804,1.0
0.93,0.53,13.01,0,4.87,255.0,45,0.91,b06-079-06.png,0.5389847011176367,0.9965178210745471,130,0.09327983951855566,0.15397881251539786,0.4,0.3819607843137255,1.0
-0.52,0.4,13.77,0,4.71,255.0,45,1.27,b06-079-07.png,0.5370490234063404,0.9964727153937902,130,-0.05215646940822467,0.17270263611727024,0.4,0.36941176470588233,1.0
0.0,0.35,13.78,0,3.65,255.0,45,1.39,b06-079-08.png,0.51815257654074,0.9965951271406931,130,0.0,0.17294900221729487,0.4,0.28627450980392155,1.0
1.91,0.55,12.24,0,6.16,255.0,45,1.14,b06-079-09.png,0.5255575017926388,0.9965041459606464,130,0.19157472417251753,0.13500862281350087,0.4,0.4831372549019608,1.0
-1.59,0.46,14.86,0,4.21,255.0,30,1.13,b06-079-00.png,0.5312542301934118,0.9965287518123372,130,-0.15947843530591774,0.19955654101995562,0.3333333333333333,0.33019607843137255,1.0
0.55,0.51,12.25,0,1.21,255.0,0,0.77,b06-004-00.png,0.4773087822944624,0.996237973139804,124,0.055165496489468405,0.1352549889135255,0.2,0.09490196078431372,1.0
0.0,0.34,12.73,0,1.68,255.0,0,1.03,b06-004-01.png,0.46000131667526756,0.996272110057063,124,0.0,0.14708056171470807,0.2,0.13176470588235292,1.0
0.03,0.34,12.99,0,1.12,255.0,0,0.62,b06-004-02.png,0.4624632120679827,0.996291794580357,124,0.003009027081243731,0.1534860803153486,0.2,0.08784313725490196,1.0
-0.44,0.38,12.65,0,1.24,255.0,180,1.09,b06-004-03.png,0.4644859924167687,0.9962470136569479,124,-0.04413239719157472,0.14510963291451096,1.0,0.09725490196078432,1.0
0.0,0.31,12.57,0,1.28,255.0,180,0.98,b06-004-04.png,0.46561224052797856,0.9962907380527377,124,0.0,0.14313870411431387,1.0,0.1003921568627451,1.0
0.0,0.34,12.89,0,1.81,255.0,-5,1.23,b06-004-05.png,0.47227313725490183,0.9962517647058824,124,0.0,0.15102241931510224,0.17777777777777778,0.1419607843137255,1.0
0.0,0.31,12.52,0,1.46,255.0,0,1.11,b06-004-06.png,0.47508630767962823,0.9962554727666584,124,0.0,0.14190687361419066,0.2,0.11450980392156862,1.0
0.0,0.31,13.82,0,1.83,255.0,180,0.72,b06-004-07.png,0.46329925050470355,0.9962701545812156,124,0.0,0.17393446661739345,1.0,0.14352941176470588,1.0
0.0,0.26,20.16,0,1.21,255.0,-5,0.93,b06-019-00.png,0.5212779272615062,0.9961888859088274,128,0.0,0.33013057403301305,0.17777777777777778,0.09490196078431372,1.0
0.0,0.42,19.46,0,1.34,255.0,0,1.01,b06-019-01.png,0.4939832222316608,0.9962104717238419,128,0.0,0.3128849470312885,0.2,0.10509803921568628,1.0
0.0,0.26,22.47,0,1.14,255.0,-5,0.81,b06-019-02.png,0.48959396508243813,0.9962081269638388,128,0.0,0.3870411431387041,0.17777777777777778,0.08941176470588234,1.0
0.0,0.31,22.86,0,0.94,255.0,0,1.11,b06-019-03.png,0.49517192153929446,0.9962162961550637,128,0.0,0.39664942103966494,0.2,0.07372549019607842,1.0
0.61,0.34,23.47,0,0.81,255.0,-5,1.01,b06-019-04.png,0.4808965969296991,0.9962144421756928,128,0.06118355065195586,0.4116777531411678,0.17777777777777778,0.06352941176470589,1.0
-0.52,0.26,21.18,0,1.18,255.0,-5,0.96,b06-019-05.png,0.47695019516613557,0.9962207495161574,128,-0.05215646940822467,0.35525991623552594,0.17777777777777778,0.09254901960784313,1.0
0.75,0.38,21.21,0,0.99,255.0,-5,0.77,b06-019-06.png,0.4895674852720766,0.9961869910033673,128,0.07522567703109327,0.3559990145355999,0.17777777777777778,0.07764705882352942,1.0
0.0,0.42,21.18,0,1.03,255.0,0,0.98,b06-019-07.png,0.4801685458730298,0.9962207557614428,128,0.0,0.35525991623552594,0.2,0.08078431372549019,1.0
-0.38,0.27,21.15,0,1.04,255.0,-5,1.09,b06-019-08.png,0.4693894398881776,0.9961950148361614,128,-0.03811434302908726,0.35452081793545204,0.17777777777777778,0.0815686274509804,1.0
