LETTER_SIZE,LETTER_SIZE,LETTER_SIZE,LETTER_SIZE,LINE_SPACING,LINE_SPACING,LINE_SPACING,LINE_SPACING,WORD_SPACING,WORD_SPACING,WORD_SPACING,WORD_SPACING,PEN_PRESSURE,PEN_PRESSURE,PEN_PRESSURE,PEN_PRESSURE,SLANT_ANGLE,SLANT_ANGLE,SLANT_ANGLE,SLANT_ANGLE,SKEW_ANGLE,SKEW_ANGLE,SKEW_ANGLE,SKEW_ANGLE,pen_pressure_0,pen_pressure_0,pen_pressure_0,pen_pressure_0,pen_pressure_1,pen_pressure_1,pen_pressure_1,pen_pressure_1,LETTER_SIZE_discrete,LINE_SPACING_discrete,WORD_SPACING_discrete,PEN_PRESSURE_discrete,SLANT_ANGLE_discrete,SKEW_ANGLE_discrete,pen_pressure_0_discrete,pen_pressure_1_discrete
41.7890625,3.223019381178405,34.6,47.35,0,0.0,0,0,0.9662499999999999,0.33574904222475266,0.43,2.02,208.269375,1.3761867312813498,205.45,212.25,42.65625,5.533530489427103,30,45,1.0025,0.1833030277982337,0.58,1.47,0.8182121007984153,0.00506296346476686,0.8082647412149977,0.832307798362544,0.996191220321633,1.968522500878296e-05,0.996153184469739,0.9962279876007364,3,2,1,3,2,5,3,3
19.3485,2.0959792963019264,15.86,24.61,0,0.0,0,0,1.9139999999999997,0.5209141761819966,1.08,3.15,153.734,3.5925411033065937,148.53,160.43,31.5,8.287593771796239,15,45,1.0545,0.20090518842688487,0.63,1.52,0.6087129798239598,0.019386454627153146,0.5823828024191505,0.6391892325602431,0.9964339511955853,4.745882836817418e-05,0.996266019231264,0.9965003947973078,2,2,1,3,2,5,3,3
14.079999999999998,1.7096133416003105,11.59,18.39,0,0.0,0,0,2.2819999999999996,0.8742971780553542,1.18,3.77,140.40900000000002,1.4522048370973244,137.95,142.34,22.5,7.905694150420948,15,30,0.915,0.23782579992740716,0.57,1.36,0.5210159878915293,0.008750032002725106,0.5049076940717807,0.532755767843669,0.9963407294363481,3.918146128844276e-05,0.9962906328775323,0.9964232609538356,1,2,1,2,1,5,2,3
16.166874999999997,1.5114753260607077,14.08,21.4,0,0.0,0,0,1.8949999999999998,0.4471053855708423,0.88,2.86,149.96906249999995,2.005570242092698,144.47,154.0,22.03125,42.19500381294205,0,180,1.0009375000000003,0.2322312442511808,0.55,1.48,0.5717490651986102,0.010484005406862945,0.5467004845055766,0.586328159449687,0.996262769861422,2.943823602354599e-05,0.9962214527504814,0.9963422231855963,2,2,1,3,1,5,3,3
19.569000000000003,1.15078488957275,17.13,21.72,0,0.0,0,0,1.9076666666666664,0.4931578982878386,1.31,3.7,189.7163333333333,1.423186040455394,186.31,192.14,18.0,6.102571532587293,15,30,1.037,0.11785876995443491,0.8,1.32,0.7575080787573031,0.0051886200571491445,0.7430765283920788,0.7679620415454717,0.996341505187164,2.4520067665037628e-05,0.9963016571871279,0.9964119750692795,2,2,1,3,1,5,3,3
16.656428571428574,0.9857492827041003,15.22,18.71,0,0.0,0,0,1.8657142857142859,0.6337885389370118,1.21,3.81,142.43142857142857,2.3601364274219403,139.81,146.15,20.357142857142858,7.458677371482704,15,30,1.0192857142857144,0.21875396385733611,0.6,1.33,0.5587528459002232,0.010053270135149462,0.5420513961508511,0.5768143150810849,0.9964508868814347,4.037365121017041e-05,0.9963979940624598,0.9965396962083267,2,2,1,2,1,5,2,3
19.106666666666666,1.2940663399948602,16.35,21.16,0,0.0,0,0,1.0007407407407405,0.19074602376994804,0.68,1.44,181.81444444444446,4.200558876125281,174.74,186.96,28.88888888888889,5.773502691896257,15,45,1.0281481481481483,0.20011606318943698,0.48,1.33,0.7276389229402965,0.023938837890702423,0.6894337814994451,0.7528938181673842,0.9963935408996766,5.8934206639870175e-05,0.9963066815672729,0.996480155707531,2,2,1,3,1,5,3,3
12.278333333333334,0.7316088539318774,11.42,13.44,0,0.0,0,0,2.725,0.5881171806551975,1.84,4.04,158.59333333333333,2.8152130012530505,154.48,161.95,25.0,72.4568837309472,-15,180,0.9141666666666669,0.10022323567764602,0.73,1.07,0.6214442809985165,0.013718691294925997,0.5979991578636785,0.6384189127155879,0.9962700476139714,2.1883082565243258e-05,0.9962353640876475,0.9963019012596034,1,2,1,3,1,5,3,3
13.161250000000003,1.2538903745657242,11.56,15.16,0,0.0,0,0,2.47625,0.936375039332913,1.01,3.91,133.77375,1.8702401488273397,131.37,136.88,45.0,0.0,45,45,0.95875,0.05488624600025037,0.88,1.04,0.5045477684521472,0.034689382488319216,0.42392044724909617,0.5280078547212874,0.9964774735377073,8.80210973746216e-05,0.9963879670156425,0.9966220660546135,1,2,1,2,2,5,2,3
12.28090909090909,0.392108519301852,11.94,13.22,0,0.0,0,0,1.3427272727272725,0.16577641020910722,1.01,1.53,146.94818181818184,2.4396057803744253,142.47,149.47,28.636363636363637,10.50973574618056,15,45,0.9918181818181818,0.13227382067651794,0.8,1.24,0.5585786137783745,0.016055011653678605,0.525667170708334,0.5806227069685985,0.9963444282289772,4.522260843233771e-05,0.9962748028957472,0.9964419911548565,1,2,1,3,1,5,2,3
11.596666666666666,0.8441859984624236,10.77,13.61,0,0.0,0,0,1.57,0.301537725666292,1.1,2.04,150.06666666666666,2.9710351731341054,145.96,156.62,30.0,0.0,30,30,0.9722222222222222,0.106861800679403,0.8,1.12,0.568792648681257,0.014292058179852685,0.5538204601645744,0.599974793066833,0.996336887404449,3.3448751125079834e-05,0.9962788264912265,0.996383326020559,1,2,1,3,2,5,2,3
13.862,0.8205662001867307,12.62,15.03,0,0.0,0,0,2.827,0.6012403845384973,1.8,3.74,152.79799999999997,1.8679983345222029,149.66,156.13,71.5,93.39432530941053,-5,180,0.8779999999999999,0.2180621725818376,0.5,1.09,0.5807718685756009,0.00962566070156228,0.5640876118118048,0.5963884152694895,0.996256102829034,1.6403397796695678e-05,0.996237031073241,0.996288260490811,1,2,1,3,2,5,3,3
10.723749999999999,0.7019266069458127,9.26,12.54,0,0.0,0,0,3.409999999999999,0.6812695539419071,2.02,5.05,137.85075,1.9365160197818683,134.49,142.63,16.75,6.05000529773025,5,30,1.02,0.19184662677547448,0.63,1.66,0.540324721850018,0.008827372456002317,0.5232911903827169,0.5604894941270064,0.9964700335427329,3.71834519970142e-05,0.9963967776753001,0.9965688027505674,1,2,1,2,1,5,2,3
14.99069767441861,0.6328371314915578,13.56,16.17,0,0.0,0,0,1.6727906976744185,0.36332672939429983,0.2,2.24,178.32813953488375,1.34158267553831,174.83,180.76,21.976744186046513,11.502563631628725,0,45,1.0565116279069766,0.1572968640278665,0.74,1.49,0.7081524808099643,0.005996886880257815,0.6941988393589897,0.720717096633144,0.9963893600530072,2.563545808227771e-05,0.9963269054178145,0.9964437998968938,1,2,1,3,1,5,3,3
10.962499999999999,0.40460739347810054,10.16,11.4,0,0.0,0,0,1.825,0.3374272408344395,1.34,2.33,135.25624999999997,1.7977441221073183,133.13,138.12,-16.875,9.613049166924837,-30,0,0.8775000000000002,0.2161183538183253,0.44,1.13,0.49250171992230485,0.013443047532546581,0.47853990995138285,0.5200333955382244,0.9962713780192209,2.4085911017135784e-05,0.9962264923877326,0.9963089729326257,1,2,1,2,1,5,2,3
17.958750000000002,1.666831360910361,14.97,19.84,0,0.0,0,0,1.6249999999999998,0.7633198168901046,0.0,2.67,128.66125000000002,2.807349728836791,124.26,131.93,31.875,5.303300858899107,30,45,1.045,0.10460811222298748,0.87,1.23,0.4841679649557285,0.012083490158302969,0.47250114311842717,0.5093706083115839,0.9963922097638668,8.516887616125323e-05,0.9962537991877135,0.9964977100411808,2,2,1,2,2,5,2,3
15.36375,0.9673961738309996,14.41,17.5,0,0.0,0,0,1.8175,0.18398369492974095,1.53,2.05,135.65375,1.204716178785928,133.69,137.4,111.875,94.03409336132142,-5,180,1.0274999999999999,0.08189714804034913,0.89,1.14,0.5057447013598291,0.011996733962800295,0.48711232960738704,0.5166436887254902,0.9963152848416723,3.90917862767394e-05,0.9962719816313759,0.9963810479962617,1,2,1,2,3,5,2,3
17.668888888888887,1.1568107499116318,15.5,18.85,0,0.0,0,0,1.468888888888889,0.16691647944739044,1.24,1.75,132.21333333333334,1.0148029365349591,130.72,133.94,40.0,79.37253933193772,0,180,0.9599999999999999,0.10511898020814321,0.72,1.07,0.48859949639518047,0.010229801063526254,0.46983523221067425,0.49803079392444205,0.9962767219184668,2.4165141164847054e-05,0.9962359332557237,0.9963152972168263,2,2,1,2,2,5,2,3
18.135,1.0040062606520794,17.11,19.7,0,0.0,0,0,1.0975000000000001,0.2853944638566067,0.64,1.56,131.52625,1.9660761320820879,129.48,135.84,12.5,4.6291004988627575,5,15,0.9962500000000001,0.1281670227253708,0.76,1.19,0.48136600434249077,0.015629156736306743,0.4673781497099254,0.5094640522875816,0.9963080703558598,4.159637578378949e-05,0.9962383929492085,0.9963654455622084,2,2,1,2,1,5,2,3
12.020999999999999,0.6097258035835087,11.14,13.43,0,0.0,0,0,2.425,0.28779815457674107,2.02,2.95,164.003,1.858021947005887,161.02,167.09,69.0,95.62077877393247,-15,180,0.9460000000000001,0.1352528496311014,0.67,1.13,0.6367041504437231,0.007264684129220973,0.625464411567257,0.6497393553253681,0.9963128724871874,2.8768904791094342e-05,0.9962697630262534,0.9963563505336209,1,2,1,3,2,5,3,3
19.175,0.7791020472312982,18.12,20.23,0,0.0,0,0,1.05125,0.06220645350076517,0.96,1.14,187.57250000000002,0.6295519949025027,186.85,188.78,24.375,62.93065911892912,0,180,1.02125,0.14247180172130305,0.74,1.21,0.743628616836967,0.002379115964758159,0.7408095314555709,0.7484288212121426,0.9963432283576751,1.4373437440342492e-05,0.9963227727240208,0.996366566832232,2,2,1,3,1,5,3,3
10.621,0.8518926640787037,9.56,11.82,0,0.0,0,0,2.851,0.5030009940348033,2.11,3.7,131.617,1.5226661558668135,129.04,134.29,18.5,8.514693182963201,5,30,1.016,0.19317234676722125,0.78,1.27,0.48840162889332833,0.005300998150337102,0.4817590481049917,0.49550629277154945,0.996420615670399,2.35664368245978e-05,0.9963682622987237,0.9964440970186524,1,2,1,2,1,5,2,3
14.938749999999999,0.674546143714424,13.87,15.76,0,0.0,0,0,2.1425,0.3541085386472022,1.69,2.51,173.73999999999998,0.6274210251953191,173.03,174.61,180.0,0.0,180,180,0.9125000000000001,0.14419728549059843,0.66,1.07,0.6838708758252867,0.002848855201401168,0.6784965156040341,0.6871750261999011,0.996282327094312,2.2868785094058393e-05,0.996254382547721,0.9963106808068001,1,2,1,3,0,5,3,3
16.30375,1.7359471478129742,14.92,20.26,0,0.0,0,0,1.9712499999999997,0.3897045584248956,1.42,2.63,159.91250000000002,1.9378909743768955,157.78,162.87,43.125,84.51278432453705,-5,180,0.91125,0.11217811092824027,0.69,1.04,0.6218413743601662,0.008837044946902909,0.6128546490138186,0.6356257113581302,0.9963218087369516,2.8188788227792493e-05,0.9962800446786276,0.9963503836317136,2,2,1,3,2,5,3,3
13.015833333333338,1.0191816352710437,11.01,15.3,0,0.0,0,0,2.269791666666667,0.5026249800471282,0.92,3.29,141.89229166666667,2.0217100825294847,138.11,147.17,15.729166666666666,8.185975509092424,5,45,1.0627083333333334,0.22695711079815054,0.59,1.64,0.546492114624823,0.009601809146309127,0.5254915910752752,0.5695253681070573,0.9963284893362768,2.775763716575316e-05,0.996257644800443,0.9963758665659963,1,2,1,2,1,5,2,3
17.05111111111111,0.8720298797123373,15.58,18.12,0,0.0,0,0,1.672222222222222,0.2492377267679283,1.18,2.0,135.75777777777776,2.091547141339255,132.81,139.34,61.666666666666664,88.77640452282351,0,180,1.0366666666666668,0.15564382416273384,0.74,1.32,0.5132103340067133,0.014074396319526864,0.481335133956208,0.5327841374752149,0.9963378036137043,2.9928259242834572e-05,0.996288895693853,0.9963893368583389,2,2,1,2,2,5,2,3
14.954545454545457,1.1252232101797723,13.21,16.79,0,0.0,0,0,3.305454545454545,0.6843151852233536,2.22,4.33,144.77363636363637,1.3527843340848749,141.88,146.48,45.0,0.0,45,45,0.9854545454545456,0.18140361828605492,0.58,1.23,0.5825034892507897,0.019322893094397442,0.5571322125935227,0.6108224521453638,0.9965637796694874,6.258196172351375e-05,0.9964380236945968,0.9966831534493343,1,2,1,2,2,5,3,3
16.88888888888889,0.9453365068117874,15.51,18.02,0,0.0,0,0,2.7299999999999995,0.6319414529843725,2.07,3.84,160.42666666666662,3.4490433456249923,154.51,165.65,41.666666666666664,6.614378277661476,30,45,0.9655555555555555,0.13039469996045772,0.67,1.09,0.644423207671794,0.014254684892650311,0.6133725070362493,0.6613010536320679,0.9964284898087773,3.967814664596154e-05,0.9963847829730182,0.9965057359921764,2,2,1,3,2,5,3,3
17.5675,0.6138345519297987,16.54,18.25,0,0.0,0,0,1.9975,0.7274171528674,1.01,3.24,161.85125,1.5946377779474366,159.44,163.86,45.0,0.0,45,45,1.145,0.060237624692308554,1.07,1.22,0.6593807662488291,0.008013526495993243,0.6448989854281316,0.6700244992681124,0.9965470134834273,5.2028372164380026e-05,0.9964810880459533,0.9966368100181249,2,2,1,3,2,6,3,3
14.871111111111112,1.0261511151439198,13.02,16.65,0,0.0,0,0,1.378888888888889,0.18016967311706794,1.13,1.76,172.11888888888888,2.385201482288449,167.4,175.32,63.333333333333336,87.60707733967615,0,180,0.9955555555555554,0.20755186768077458,0.69,1.38,0.678292213459013,0.008811573640364126,0.6625771696494862,0.6934859363250848,0.9963232093544531,3.182041104807633e-05,0.9962702357381372,0.9963561005797668,1,2,1,3,2,5,3,3
17.607,1.001222031097775,15.62,19.56,0,0.0,0,0,3.0709999999999997,0.9705491000230516,1.38,5.0,153.865,1.5778202263460332,151.05,156.72,29.0,11.972189997378647,5,45,1.108,0.2226506980301956,0.73,1.62,0.6011413313290028,0.007927378478789491,0.5862481624338638,0.6163362908233609,0.9963352887005408,4.5069959899723196e-05,0.996265606307228,0.9963800608904165,2,2,1,3,1,6,3,3
12.979999999999999,1.1047624178980744,11.61,15.36,0,0.0,0,0,2.0122222222222224,0.34517306448279605,1.47,2.49,142.9633333333333,2.146165184695721,139.17,145.68,35.0,7.5,30,45,1.0599999999999998,0.15890248582070698,0.88,1.34,0.5535179025599334,0.009196590568830983,0.5364478245123909,0.5662632772653939,0.9963966627159913,4.938793818230062e-05,0.996335008237313,0.9964960186068185,1,2,1,2,2,5,2,3
16.12909090909091,1.575902627356491,14.63,19.61,0,0.0,0,0,2.2672727272727276,0.6781016282105642,1.51,3.46,174.42363636363635,1.4146962410869157,171.5,176.5,23.181818181818183,7.833494518006402,15,30,0.93,0.1387083270751976,0.72,1.14,0.6802256371939592,0.005169826154049542,0.6691251266924731,0.6865163212365508,0.9962442520203588,2.2943107287581316e-05,0.9962050466222112,0.9962711676563233,2,2,1,3,1,5,3,3
11.346363636363638,0.5090043757625807,10.25,11.95,0,0.0,0,0,2.2209090909090907,0.4815071036953565,1.53,3.25,160.3990909090909,2.441693897872765,156.53,165.09,12.272727272727273,4.670993664969138,5,15,1.0272727272727273,0.20611117917720576,0.73,1.54,0.6227297030294884,0.015989588937365365,0.6018255469894791,0.6444082413710621,0.9962826453658095,2.8140810428561684e-05,0.9962389693261444,0.9963221369069477,1,2,1,3,1,5,3,3
22.615999999999996,1.3626135018983037,20.72,24.33,0,0.0,0,0,1.06,0.30962342719288327,0.41,1.52,118.49600000000001,2.9545452742812714,115.75,124.38,56.5,85.34407484477825,0,180,1.0130000000000001,0.16007290005910843,0.75,1.23,0.41052076373002705,0.029464607904270666,0.37563623591020845,0.4622635638238759,0.9962944492669189,3.8836488994343836e-05,0.99622587285671,0.9963509041677616,2,2,1,2,2,5,2,3
10.771,0.6079555904833837,9.93,11.91,0,0.0,0,0,2.7030000000000003,0.6601860007267312,1.8,3.68,178.451,2.619119657017944,172.14,181.78,-34.5,7.245688373094719,-45,-30,0.906,0.11871534582072081,0.74,1.08,0.7004705658065166,0.010279534440430256,0.6746169326390515,0.7122541769378252,0.9963187887179055,2.455559733348191e-05,0.996296524618371,0.9963677625531631,1,2,1,3,1,5,3,3
14.9675,1.204061578871399,13.54,16.94,0,0.0,0,0,1.7850000000000001,0.48591592453251187,1.39,2.91,181.88,2.921560248516922,175.68,184.7,157.5,63.63961030678928,0,180,0.9375,0.12702643144524797,0.77,1.16,0.721417626190483,0.013208846234589969,0.6956773328862522,0.7355681933856899,0.9963417201014763,3.687014417114348e-05,0.9962914306676731,0.9964055065498373,1,2,1,3,3,5,3,3
13.283750000000001,0.43431185306676284,12.51,14.03,0,0.0,0,0,1.5962500000000002,0.3242546397949787,1.22,2.19,157.94625,4.518972504895319,148.2,163.07,-16.875,5.303300858899107,-30,-15,0.9099999999999999,0.20465999678909963,0.68,1.3,0.6229315323986858,0.024260263078825003,0.5690456396691438,0.6455597536092892,0.9963488312258942,3.7235878609338914e-05,0.996291431823676,0.9963913721299875,1,2,1,3,1,5,3,3
13.427142857142856,0.3418437404094783,12.95,14.03,0,0.0,0,0,2.182857142857143,0.363534238906245,1.81,2.82,187.12000000000003,1.8349205250727767,184.49,188.87,21.428571428571427,8.017837257372731,15,30,1.0357142857142858,0.16399767710317764,0.78,1.23,0.7501980504219198,0.003973269726200013,0.7421965816910813,0.7542127055653711,0.9963722260534439,5.9226926349291435e-05,0.9962889282303055,0.9964500913715613,1,2,1,3,1,5,3,3
14.957777777777778,0.6693612211985723,14.06,16.33,0,0.0,0,0,1.5899999999999999,0.2437724348649781,1.28,2.13,187.4222222222222,0.858352750589438,185.91,188.82,59.44444444444444,90.43106644167024,-5,180,0.8366666666666667,0.15636495771111886,0.61,1.05,0.7392976182693337,0.003690385197902249,0.735077427830775,0.7463234244447243,0.9961985428468457,1.6691787138043368e-05,0.9961740851200842,0.9962241256245539,1,2,1,3,2,5,3,3
24.433636363636364,2.079102078914225,20.59,28.52,0,0.0,0,0,1.2518181818181817,0.37335822427845833,0.67,1.94,184.27727272727273,1.4296859159206363,181.51,186.15,-21.818181818181817,10.31327476428493,-45,-15,0.9063636363636363,0.2780026160766379,0.36,1.26,0.7257475282271005,0.007781304219446224,0.7059376626756897,0.7337642383314752,0.996189611955356,2.1914564024133497e-05,0.9961486065482679,0.9962235477739911,2,2,1,3,1,5,3,3
16.005833333333335,1.0071061904227767,14.71,17.9,0,0.0,0,0,1.0475,0.20432260587787945,0.77,1.46,169.92333333333332,2.2473229865910653,165.77,173.34,11.25,53.17744737283757,-5,180,0.9983333333333332,0.14471497587473192,0.84,1.35,0.6658584263130549,0.009064616825530069,0.6485526444902365,0.6777396996603409,0.996314909321999,3.1298857961011735e-05,0.9962744119026576,0.9963787548714281,2,2,1,3,1,5,3,3
12.396363636363635,0.776379710287083,10.44,13.02,0,0.0,0,0,1.44,0.28114053425288926,0.98,1.79,141.75636363636363,5.1716018267598125,136.6,152.58,43.63636363636363,4.522670168666455,30,45,1.0190909090909093,0.15877370975413688,0.8,1.26,0.5644958695455365,0.01459546989453305,0.5505310069890215,0.598302735024945,0.9965643272399252,3.603956752740698e-05,0.9965128418261072,0.9966196091943927,1,2,1,2,2,5,2,3
21.789999999999996,1.464513571121825,19.28,23.55,0,0.0,0,0,0.7174999999999999,0.13002746962524056,0.49,0.88,119.00125000000001,4.890283186366318,113.33,127.07,-8.125,5.938674695827103,-15,0,0.89625,0.1505169662956875,0.68,1.06,0.41134283528192594,0.03692085841649108,0.3652997107326068,0.4621862029483327,0.9962364459605757,1.7020341136496804e-05,0.9962138018224321,0.9962619473912226,2,2,1,2,1,5,2,3
15.936285714285717,1.1283279814014386,13.83,19.19,0,0.0,0,0,1.5414285714285718,0.5172730696367526,0.79,3.43,174.11942857142859,1.195998088866137,170.85,176.21,8.428571428571429,53.53354402740822,-15,180,0.8842857142857141,0.22215900127777738,0.39,1.36,0.6814241291810559,0.004840884237278988,0.667593389338845,0.6905614982345147,0.9962501148063493,1.594039611371531e-05,0.9962136646746368,0.9962829098434511,2,2,1,3,1,5,3,3
17.361724137931034,0.8288420018552424,16.05,19.48,0,0.0,0,0,0.9382758620689655,0.1313955034433186,0.69,1.18,172.45620689655175,1.5513160629264398,169.78,176.13,19.137931034482758,31.198356341699245,0,180,0.9834482758620691,0.1269779469623695,0.76,1.27,0.6846581436784681,0.006433946806984066,0.6742178031588439,0.7047679543542339,0.9963963737358185,2.63856252208572e-05,0.9963483401007817,0.9964428556123106,2,2,1,3,1,5,3,3
11.487948717948719,0.9777314761253252,9.72,14.84,0,0.0,0,0,2.0517948717948724,0.39787509144712996,1.36,2.78,146.90820512820517,1.9715634616037265,142.38,151.05,20.384615384615383,10.965533045855869,5,45,0.9515384615384617,0.1909193610641671,0.57,1.33,0.5662544712040483,0.010880953276641844,0.5417700218374848,0.595071019757732,0.996369052337769,3.646452945325e-05,0.9962955171183696,0.9964543444384426,1,2,1,3,1,5,2,3
